MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,IsRemod,BltRemodDiff,BsmtUnfRatio,TotalSF,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
45,50.0,6130,1,1,3,3,0,1,5,6,1924,1950,0,8,8,0.0,3,4,0,4,4,3,0,784.0,6,0.0,0.0,784.0,2,1,784,0,0,784,1.0,0.0,1,0,2,1,2,5,6,0,3,0.0,1,0.0,0.0,3,3,2,0,0,116,0,0,0,3,4,0,5,2008,1,26,0.0,1568.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,109500
20,65.0,8529,1,1,0,3,0,2,7,5,2001,2001,0,12,13,0.0,2,4,2,2,4,3,2,20.0,6,0.0,1434.0,1454.0,0,1,1434,0,0,1434,0.0,0.0,2,0,3,1,2,6,6,1,5,2001.0,2,2.0,527.0,5,5,2,290,39,0,0,0,0,3,4,0,4,2009,0,0,0.9862448418156808,2888.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,189000
60,80.0,28698,1,1,1,2,2,5,5,5,1967,1967,4,9,10,0.0,3,4,2,4,1,1,3,249.0,0,764.0,0.0,1013.0,4,1,1160,966,0,2126,0.0,1.0,2,1,3,1,3,7,3,0,3,1967.0,0,2.0,538.0,5,5,2,486,0,0,0,225,0,3,4,0,6,2009,0,0,0.0,3139.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,185000
160,24.0,2544,1,2,3,3,0,5,7,5,2005,2005,0,8,8,0.0,2,4,2,2,4,3,6,0.0,6,0.0,600.0,600.0,0,1,520,623,80,1223,0.0,0.0,2,1,2,1,2,4,6,0,3,2005.0,2,2.0,480.0,5,5,2,0,166,0,0,0,0,3,4,0,7,2006,0,0,1.0,1743.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,147400
20,80.0,11900,1,1,0,3,0,2,6,5,1957,1957,0,6,6,387.0,3,4,1,4,4,3,5,1040.0,6,0.0,352.0,1392.0,4,1,1392,0,0,1392,1.0,0.0,1,1,3,1,3,6,6,2,2,1957.0,2,2.0,458.0,5,5,2,0,0,0,0,192,0,3,4,0,6,2008,0,0,0.25287356321839083,2784.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,166000
160,30.0,3180,1,2,3,3,0,5,7,5,2005,2005,0,8,8,0.0,3,4,2,2,4,3,6,0.0,6,0.0,600.0,600.0,0,1,520,600,80,1200,0.0,0.0,2,1,2,1,2,4,6,0,3,2005.0,2,2.0,480.0,5,5,2,0,166,0,0,0,0,3,4,0,6,2006,0,0,1.0,1720.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,151000
60,44.0,9548,1,1,0,3,0,5,7,6,2003,2003,0,12,13,223.0,2,4,2,2,4,3,2,483.0,6,0.0,458.0,941.0,0,1,941,888,0,1829,1.0,0.0,2,1,3,1,2,7,6,1,5,2003.0,2,2.0,613.0,5,5,2,192,39,0,0,0,0,3,4,0,1,2010,0,0,0.4867162592986185,2770.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,237000
20,100.0,10004,1,1,3,3,0,2,6,6,1964,1964,0,6,10,180.0,3,4,1,4,4,3,5,196.0,1,345.0,975.0,1516.0,4,1,1516,0,0,1516,0.0,0.0,1,1,3,1,3,6,6,0,3,1964.0,2,2.0,472.0,5,5,2,0,0,0,0,152,0,3,4,0,2,2009,0,0,0.6431398416886543,3032.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,167000
20,75.0,7875,1,1,3,3,0,2,5,6,1961,1961,0,12,13,136.0,3,4,1,4,4,3,5,572.0,6,0.0,572.0,1144.0,2,1,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,6,0,3,1961.0,3,2.0,456.0,5,5,2,0,0,0,0,0,0,3,1,0,9,2008,0,0,0.5,2288.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,139950
20,60.0,9600,1,1,3,3,0,2,4,7,1950,1995,0,12,6,0.0,3,4,1,2,4,3,1,442.0,6,0.0,625.0,1067.0,4,1,1067,0,0,1067,0.0,0.0,2,0,2,1,2,4,3,0,3,1996.0,3,2.0,436.0,5,5,2,290,0,0,0,0,0,3,4,0,2,2010,1,45,0.5857544517338332,2134.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,128000
30,90.0,8100,1,2,3,3,0,2,5,6,1948,1973,0,12,13,0.0,3,4,0,4,4,3,5,338.0,6,0.0,1221.0,1559.0,2,1,1559,0,0,1559,1.0,0.0,1,0,2,1,3,5,3,0,3,1948.0,3,2.0,812.0,5,5,2,0,116,230,0,0,0,3,1,0,6,2007,1,25,0.7831943553559975,3118.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,153500
160,21.0,1680,1,1,3,3,0,5,6,5,1973,1973,0,6,6,158.0,3,4,1,4,4,3,1,330.0,6,0.0,153.0,483.0,4,1,483,504,0,987,1.0,0.0,1,1,2,1,3,5,6,0,3,1973.0,3,1.0,264.0,5,5,2,0,0,0,0,0,0,3,4,0,11,2008,0,0,0.3167701863354037,1470.0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,100000
20,75.0,9525,1,1,3,3,0,2,5,6,1995,2006,0,12,13,0.0,3,4,2,2,4,3,6,0.0,6,0.0,1099.0,1099.0,0,1,1099,0,0,1099,0.0,0.0,1,1,3,1,2,6,6,0,3,1999.0,3,1.0,352.0,5,5,2,278,0,0,0,0,0,3,4,0,6,2008,1,11,1.0,2198.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,144000
50,70.0,11767,1,1,3,3,0,0,5,6,1946,1995,0,8,8,0.0,3,4,1,4,4,3,1,352.0,6,0.0,416.0,768.0,0,1,768,432,0,1200,0.0,0.0,1,0,3,1,3,6,6,0,3,1946.0,3,1.0,240.0,5,5,2,0,0,0,0,0,0,3,4,0,5,2008,1,49,0.5416666666666666,1968.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,130500
70,60.0,12155,1,1,0,3,0,5,6,8,1925,1950,0,13,14,0.0,3,4,0,4,4,3,1,156.0,6,0.0,516.0,672.0,4,0,810,672,0,1482,0.0,0.0,2,0,4,1,1,7,6,0,3,1934.0,3,1.0,400.0,5,5,1,0,0,254,0,0,0,3,4,0,3,2008,1,25,0.7678571428571429,2154.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,140000
70,60.0,10440,1,0,3,3,0,5,5,8,1904,2002,0,8,8,0.0,3,4,2,4,4,3,6,0.0,6,0.0,650.0,650.0,2,1,958,581,0,1539,0.0,0.0,2,0,3,1,2,8,6,1,4,1983.0,3,2.0,686.0,2,5,1,70,78,68,0,0,0,3,4,0,6,2008,1,98,1.0,2189.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,157500
80,82.0,9020,1,1,3,3,0,7,6,7,1966,1966,0,6,6,183.0,3,4,1,4,4,1,5,312.0,0,539.0,276.0,1127.0,4,1,1165,0,0,1165,1.0,0.0,1,1,3,1,3,6,6,0,3,1966.0,2,2.0,490.0,2,2,2,0,129,0,0,0,0,3,0,0,5,2008,0,0,0.24489795918367346,2292.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,174900
90,80.0,8000,1,1,3,3,0,2,5,4,1961,1961,0,3,3,0.0,3,4,1,4,4,3,6,0.0,6,0.0,1800.0,1800.0,0,0,1800,0,0,1800,0.0,0.0,2,0,6,2,3,10,6,0,3,0.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,3,4,0,7,2007,0,0,1.0,3600.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,141000
50,100.0,12665,1,0,0,3,0,0,5,8,1915,1950,0,13,14,0.0,3,4,0,4,4,2,6,0.0,6,0.0,876.0,876.0,2,1,876,540,0,1416,0.0,0.0,1,1,4,1,3,7,6,1,2,1949.0,3,3.0,720.0,5,5,2,418,0,194,0,0,0,3,4,0,6,2008,1,35,1.0,2292.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,153900
85,71.0,16647,1,1,0,3,0,6,5,5,1975,1981,0,6,6,0.0,3,4,1,2,4,1,0,1390.0,6,0.0,0.0,1390.0,4,1,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,3,2,5,1975.0,0,2.0,611.0,5,5,2,0,0,0,0,0,0,3,4,0,1,2007,1,6,0.0,3091.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,171000
60,75.0,9317,1,1,3,3,0,5,7,5,1993,1993,0,6,6,137.0,2,4,2,2,4,3,0,513.0,6,0.0,227.0,740.0,0,1,1006,769,0,1775,1.0,0.0,2,1,3,1,2,7,6,1,5,1993.0,3,2.0,425.0,5,5,2,234,72,192,0,0,0,3,4,0,7,2009,0,0,0.30675675675675673,2515.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,213000
20,36.0,15523,1,1,0,3,0,2,5,6,1972,1972,0,6,10,0.0,3,4,1,4,4,0,1,460.0,6,0.0,404.0,864.0,0,1,864,0,0,864,1.0,0.0,1,0,3,1,3,5,6,1,1,1972.0,3,1.0,338.0,5,5,2,0,0,0,0,0,0,3,4,0,8,2009,0,0,0.4675925925925926,1728.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,133500
50,75.0,45600,1,1,1,0,0,0,6,8,1908,1997,0,13,14,0.0,3,4,0,4,4,3,6,0.0,6,0.0,907.0,907.0,4,1,1307,1051,0,2358,0.0,0.0,3,0,5,1,3,10,6,1,2,1908.0,3,2.0,360.0,1,5,2,486,40,0,0,175,0,3,4,0,9,2008,1,89,1.0,3265.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,240000
80,80.0,9600,1,1,3,3,0,7,6,7,1976,1994,0,9,10,360.0,2,2,1,4,4,3,6,0.0,6,0.0,528.0,528.0,0,1,1094,761,0,1855,0.0,0.0,2,1,3,1,3,7,6,1,5,1976.0,2,2.0,512.0,5,5,2,113,100,0,0,0,0,3,4,0,8,2007,1,18,1.0,2383.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,187000
120,36.0,4435,1,1,3,3,0,2,6,5,2003,2003,0,12,13,170.0,2,4,2,2,4,0,2,659.0,6,0.0,189.0,848.0,0,1,848,0,0,848,1.0,0.0,1,0,1,1,2,3,6,0,3,2003.0,0,2.0,420.0,5,5,2,140,0,0,0,0,0,3,4,0,11,2007,0,0,0.22287735849056603,1696.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,131500
120,43.0,3196,1,1,3,3,0,2,8,5,2003,2003,0,12,13,40.0,2,4,2,2,4,1,6,0.0,6,0.0,1273.0,1273.0,0,1,1456,0,0,1456,0.0,0.0,2,0,2,1,2,7,6,1,5,2003.0,0,2.0,400.0,5,5,2,143,20,0,0,0,0,3,4,0,5,2006,0,0,1.0,2729.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,215000
75,53.0,7128,1,1,3,3,0,4,7,5,1941,1950,0,8,8,0.0,3,2,1,4,4,3,5,364.0,6,0.0,554.0,918.0,2,1,918,728,0,1646,0.0,0.0,2,0,4,1,3,7,6,2,2,1941.0,3,1.0,240.0,5,5,2,0,0,0,0,126,0,3,2,0,8,2007,1,9,0.6034858387799564,2564.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,164000
80,73.0,12095,1,1,0,3,0,7,6,6,1964,1964,0,8,6,115.0,3,2,1,4,4,1,5,564.0,6,0.0,563.0,1127.0,4,1,1445,0,0,1445,0.0,0.0,1,1,3,1,3,7,6,1,1,1964.0,2,2.0,645.0,5,5,2,180,0,0,0,0,0,3,2,0,8,2009,0,0,0.49955634427684115,2572.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,158000
20,102.0,17920,1,1,3,3,0,2,5,4,1955,1974,0,13,10,0.0,3,4,1,4,4,2,0,306.0,5,1085.0,372.0,1763.0,4,1,1779,0,0,1779,1.0,0.0,1,1,3,1,3,6,6,1,2,1955.0,3,2.0,454.0,5,5,2,0,418,0,0,312,0,3,4,0,7,2006,1,19,0.21100397050482134,3542.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,170000
20,71.0,6897,1,1,0,3,0,2,5,8,1962,2010,0,6,6,0.0,3,2,1,4,4,3,0,659.0,6,0.0,381.0,1040.0,0,1,1040,0,0,1040,1.0,0.0,1,1,3,1,3,6,6,0,3,1962.0,3,1.0,260.0,5,5,2,0,104,0,0,0,0,3,4,0,4,2010,1,48,0.3663461538461538,2080.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,127000
80,70.0,10970,1,1,0,2,1,7,6,6,1978,1978,0,9,6,0.0,3,4,1,2,1,1,2,505.0,3,435.0,0.0,940.0,4,1,1026,0,0,1026,1.0,0.0,1,0,3,1,3,5,6,0,3,1981.0,3,2.0,576.0,5,1,2,0,0,34,0,0,0,3,2,0,10,2008,0,0,0.0,1966.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,147000
60,65.0,8125,1,1,3,3,0,5,6,5,1994,1995,0,6,6,0.0,3,4,2,2,4,3,6,0.0,6,0.0,702.0,702.0,2,1,702,779,0,1481,0.0,0.0,2,1,3,1,3,6,6,1,5,1994.0,0,2.0,343.0,5,5,2,0,36,0,0,0,0,3,4,0,3,2009,1,1,1.0,2183.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,174000
20,80.0,10400,1,1,3,3,0,2,7,5,1976,1976,0,6,6,189.0,3,4,1,2,4,3,6,0.0,6,0.0,1090.0,1090.0,4,1,1370,0,0,1370,0.0,0.0,2,0,3,1,3,6,6,1,5,1976.0,2,2.0,479.0,5,5,2,0,0,0,0,0,0,3,2,0,6,2009,0,0,1.0,2460.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,152000
60,80.0,11029,1,1,0,3,0,5,6,7,1968,1984,0,6,6,220.0,3,4,1,4,4,2,1,619.0,6,0.0,435.0,1054.0,4,1,1512,1142,0,2654,1.0,0.0,2,1,4,1,2,9,6,1,2,1968.0,3,2.0,619.0,5,5,2,0,65,0,0,222,0,3,4,0,8,2006,1,16,0.4127134724857685,3708.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,250000
50,55.0,7642,1,1,3,3,0,0,7,8,1918,1998,0,13,14,0.0,2,4,0,4,4,3,6,0.0,6,0.0,912.0,912.0,2,1,912,514,0,1426,0.0,0.0,1,1,3,1,2,7,6,1,2,1925.0,3,1.0,216.0,5,5,2,0,240,0,0,0,0,3,0,0,6,2007,1,80,1.0,2338.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,189950
